Postcode-4,Inwoners Totaal (x1),Geboren in Nederland met een Nederlandse herkomst (%),Huishouden Totaal (x1),Huishoudgrootte (x1),Woning Totaal (x1),Eigendom Koopwoning (%),"WOZ-waarde
woning (x 1 000 Euro)",Omgevingsadressendichtheid (adressen/km2)
3583,5990,80,3135,1.9,2615,50,663,2924
3584,6665,60,5310,1.3,2965,30,376,1031
3585,200,80,85,2.4,55,80,674,784
3601,7145,80,3425,2.0,3530,50,372,1483
3602,3515,90,1385,2.5,1335,80,501,1011
3603,2675,80,1110,2.4,1130,80,534,2189
3604,2545,80,1070,2.4,1080,80,485,1213
3605,5750,60,2885,2.0,2820,40,253,2177
3606,495,50,375,1.3,225,-99997,199,1272
3607,13635,70,5445,2.5,5345,80,331,1776
3608,3295,70,1430,2.3,1415,70,310,1318
3611,600,90,240,2.5,235,90,640,534
3612,1805,90,850,2.1,815,80,425,137
3615,1170,90,460,2.5,475,80,539,100
3621,10705,80,4905,2.2,5395,60,392,880
3625,200,80,95,2.0,135,80,1239,64
3626,705,90,250,2.9,260,80,421,62
3628,3460,90,1405,2.4,1425,70,396,306
3631,470,80,185,2.4,175,80,769,144
3632,4460,80,1940,2.3,1980,60,525,550
3633,1920,80,830,2.3,775,70,477,257
3634,480,80,220,2.2,215,90,463,108
3641,11355,80,5250,2.2,5095,60,337,1316
3642,3130,80,1295,2.4,1300,60,354,1185
3643,1470,90,590,2.5,590,80,394,751
3645,9480,80,4235,2.2,3785,70,477,638
3646,805,90,325,2.5,305,80,505,57
3648,7260,90,3040,2.4,2890,70,407,701
3651,140,100,45,3.0,50,90,684,57
3652,575,90,250,2.3,245,80,448,87
3653,35,100,15,2.6,15,90,429,74
3701,6450,80,3570,1.8,3560,50,408,2436
3702,3915,80,1815,2.1,1760,60,393,2853
3703,6150,70,2710,2.2,2705,50,428,1767
3704,10065,70,4400,2.3,4290,50,351,1788
3705,9705,70,4710,2.0,4030,50,388,2059
3706,5145,50,2660,1.9,2685,30,232,1437
3707,6040,80,2410,2.4,2450,70,707,1649
3708,6735,80,2875,2.2,3270,50,449,1114
3709,330,80,195,1.6,200,80,412,413
3711,1790,90,790,2.3,775,80,449,214
3712,3425,80,1260,2.2,1495,40,531,607
3721,8375,70,3875,2.2,3875,50,373,1836
3722,4575,80,2085,2.1,2315,60,481,1192
3723,10155,80,4320,2.3,4590,60,641,1139
3731,6120,80,2750,2.2,2780,70,438,1718
3732,4725,80,2305,2.0,2340,60,357,1678
3734,4515,80,1810,2.3,1860,60,515,625
3735,1710,80,640,2.3,745,80,1208,408
3737,1935,90,755,2.6,740,90,648,255
3738,4890,90,2115,2.3,2115,60,367,615
3739,1560,80,700,2.2,580,80,601,183
3741,9415,80,4185,2.2,4265,60,377,1685
3742,9395,80,4375,2.1,4410,60,360,1719
3743,4740,80,2335,2.0,2485,70,567,1781
3744,1045,80,150,2.3,485,20,317,171
3749,280,80,110,2.2,120,60,718,87
3751,8680,90,3465,2.5,3495,70,380,1174
3752,12820,90,4860,2.6,4920,70,361,1287
3754,825,100,295,2.8,295,90,563,69
3755,9450,80,4045,2.3,4100,70,444,960
3761,4955,80,2360,2.1,2445,70,460,1390
3762,8400,80,3820,2.2,3950,60,347,2008
3763,2375,80,905,2.6,930,80,431,1310
3764,5465,70,2525,2.2,2530,60,357,1367
3765,5190,60,2365,2.2,2345,50,280,2184
3766,7245,80,3125,2.3,3110,70,380,1763
3768,6135,80,2510,2.4,2545,80,555,785
3769,7355,80,3240,2.3,3255,60,342,834
3771,11405,90,4640,2.4,4855,60,361,1127
3772,20450,90,7590,2.7,7635,60,331,1450
3773,3490,90,1290,2.6,1280,80,374,826
3774,5830,100,1805,3.2,1850,80,442,195
3775,295,90,135,2.2,135,80,576,82
3776,1670,90,590,2.8,595,80,420,187
3781,11515,90,4580,2.5,4720,70,387,778
3784,1500,90,560,2.7,555,80,482,98
3785,1520,90,575,2.6,605,70,428,160
3791,2625,90,1150,2.2,1165,70,436,333
3792,150,90,60,2.6,55,80,533,89
3794,605,90,210,2.5,205,50,450,53
3811,7095,70,4505,1.5,4320,30,324,4148
3812,12600,80,6340,2.0,6215,40,307,2227
3813,15040,70,7230,2.1,7155,50,318,2687
3814,6190,50,2890,2.1,2835,40,286,3889
3815,11240,50,5170,2.2,5110,50,281,2662
3816,11870,60,5700,2.0,5790,40,307,2906
3817,11965,80,5685,2.1,5570,60,422,2621
3818,10565,80,4630,2.2,4560,70,596,1723
3819,520,50,100,1.7,90,10,324,700
3821,470,70,335,1.3,215,20,239,1399
3822,7715,80,3355,2.3,3335,70,348,2106
3823,10985,80,4725,2.3,4755,70,352,2195
3824,14415,80,5690,2.5,5615,80,356,1697
3825,14545,70,5030,2.9,5045,70,432,1830
3826,8140,70,3135,2.6,3255,60,413,1416
3828,10195,90,4285,2.4,4280,80,406,1683
3829,4915,80,1740,2.8,1780,80,463,1159
3831,13385,80,5960,2.2,5975,70,369,1567
3832,5170,90,1965,2.6,1965,80,502,667
3833,7070,80,3095,2.2,3130,70,361,1485
3834,2095,80,990,2.1,980,80,352,1399
3835,365,90,135,2.6,130,80,580,256
3836,130,100,50,2.6,50,80,656,235
3841,6145,80,3230,1.9,3385,40,302,1943
3842,6785,70,2970,2.2,3010,50,260,2328
3843,6755,70,2680,2.3,2890,50,269,1673
3844,9075,80,4090,2.2,4060,60,281,1597
3845,10450,80,3935,2.6,3925,70,364,1361
3846,1370,80,510,2.7,505,70,456,743
3847,920,90,455,1.9,360,80,439,773
3848,4015,80,1620,2.5,1610,70,353,1295
3849,3335,90,1390,2.4,1395,80,454,240
3851,11735,90,5230,2.2,5320,60,357,1326
3852,5460,90,2305,2.3,2175,60,438,579
3853,10065,90,3885,2.4,3955,60,351,805
3861,9555,80,4015,2.3,3980,60,352,1313
3862,12985,90,5395,2.4,5215,70,372,1257
3863,7775,80,3005,2.6,3050,70,381,1111
3864,4255,90,1610,2.6,1520,70,462,376
3871,9745,90,3995,2.4,3985,80,418,989
3881,10945,90,4630,2.3,4695,70,438,887
3882,13645,90,5260,2.6,5330,70,389,961
3886,2155,90,850,2.5,895,70,486,230
3888,3370,90,1135,2.9,1100,70,455,177
3891,4985,80,2385,2.1,2345,60,277,1278
3892,5305,80,2270,2.3,2230,70,305,989
3893,6135,80,2410,2.5,2365,80,321,1014
3894,4860,80,1845,2.6,1820,70,351,890
3896,435,90,190,2.3,95,70,876,213
3897,1375,40,895,1.5,215,80,848,94
3898,180,90,65,2.8,55,70,875,41
3899,70,90,30,2.4,25,30,331,130
3901,10115,70,5380,1.8,5660,40,228,3307
3902,10350,80,4210,2.4,4210,60,295,2121
3903,7230,90,2995,2.4,3070,70,327,1550
3904,13465,80,5490,2.4,5505,60,334,2144
3905,13945,80,5990,2.3,6045,60,272,2375
3906,6885,90,2720,2.5,2700,80,360,1371
3907,5690,80,1890,3.0,1905,70,414,929
3911,14965,90,6240,2.3,6205,60,358,1038
3912,615,90,240,2.5,240,60,296,1285
3921,4300,90,1720,2.5,1705,70,360,504
3922,385,90,155,2.5,145,90,543,281
3925,10315,90,4195,2.4,4235,70,347,948
3927,5650,90,2190,2.6,2185,70,403,529
3931,13870,90,5340,2.5,5400,70,395,986
3941,10325,80,4500,2.2,4760,60,451,543
3945,3265,90,1360,2.4,1350,70,388,375
3947,2465,90,980,2.5,970,70,438,203
3951,4630,80,2070,2.2,2055,80,455,486
3953,1410,90,555,2.4,570,70,471,131
3956,7640,80,3355,2.2,3385,70,398,699
3958,5480,90,2340,2.3,2530,60,361,713
3959,1550,90,650,2.4,365,90,529,193
3961,9460,80,4265,2.2,4320,60,330,1366
3962,8730,90,3705,2.4,3690,80,357,1450
3971,8090,80,3520,2.2,3555,70,501,1036
3972,10855,80,4740,2.2,4855,60,386,1340
3981,7160,80,3105,2.3,3045,70,454,756
3984,5880,80,2515,2.3,2515,70,414,736
3985,2565,90,1010,2.5,1010,80,431,263
3989,15,90,5,2.3,5,-99997,378,105
3991,18075,80,7010,2.6,7035,80,449,1654
3992,5950,80,2610,2.3,2600,70,409,1547
3993,4930,80,2190,2.2,2160,60,341,1557
3994,13965,80,5485,2.5,5615,70,441,1580
3995,3875,70,1930,2.0,2055,30,310,2223
3997,640,90,260,2.5,250,80,488,84
3998,2125,90,870,2.4,850,80,472,139
3999,760,90,315,2.4,310,80,480,61
4001,10800,70,5685,1.8,5540,40,211,2095
4002,2275,80,960,2.3,950,60,331,1613
4003,7910,70,3555,2.2,3435,50,273,1161
4004,60,80,25,2.3,20,40,531,227
4005,5885,70,2585,2.3,2475,60,248,1589
4006,3640,50,1810,2.0,1690,20,201,1309
4007,9600,80,3645,2.6,3530,80,319,1012
4011,1745,90,755,2.3,685,80,410,121
4012,1410,90,580,2.4,565,90,383,175
4013,700,90,280,2.5,285,90,414,156
4014,1140,90,450,2.5,435,80,389,143
4016,185,100,75,2.6,65,90,441,33
4017,125,80,30,2.8,15,70,820,515
4021,4780,90,2040,2.3,1935,70,345,452
4023,665,90,270,2.4,275,70,391,56
4024,1600,90,685,2.3,670,80,397,167
4031,2145,90,930,2.3,845,70,394,174
4032,735,90,300,2.5,285,80,451,84
4033,5860,90,2340,2.5,2325,70,361,390
4041,6855,90,2585,2.6,2340,70,323,536
4043,6355,90,2210,2.8,2180,60,303,523
4051,5145,90,2030,2.5,1915,70,299,457
4053,1160,90,440,2.6,430,70,310,118
4054,1055,90,425,2.5,425,80,334,93
4061,1675,90,685,2.4,680,80,378,140
4062,155,90,70,2.3,65,90,501,223
4063,420,90,175,2.3,205,70,385,63
4064,1065,90,440,2.4,455,80,365,125
4101,7650,80,3630,2.1,3630,60,313,1685
4102,7975,70,3535,2.2,3600,50,247,1582
4103,1465,80,645,2.3,655,80,325,1593
4104,75,80,30,2.3,35,60,351,797
4105,10655,80,4395,2.4,4420,70,340,1426
4106,1055,80,375,2.8,365,80,362,715
4107,525,80,270,1.9,95,90,562,184
4111,640,90,255,2.5,265,90,397,121
4112,3255,90,1355,2.4,1380,80,399,396
4115,380,90,150,2.5,150,80,460,62
4116,2655,90,1130,2.3,1150,70,354,295
4117,510,90,195,2.6,195,90,448,104
4119,505,90,205,2.4,200,80,419,59
4121,1205,90,475,2.5,475,80,400,110
4122,865,90,345,2.5,345,80,403,108
4124,1470,90,580,2.5,585,80,454,272
4125,2345,80,810,2.9,810,80,458,445
4126,1005,90,380,2.6,405,70,395,89
4128,2960,90,1180,2.5,1195,70,379,257
4131,4160,70,1895,2.1,2000,40,241,1074
4132,4855,80,2205,2.2,2220,70,338,1373
4133,7515,80,2960,2.5,2950,70,336,968
4141,5375,80,2470,2.1,2525,70,292,1621
4142,7370,60,3150,2.3,3185,30,264,1404
4143,6515,80,2555,2.5,2595,60,324,1257
4145,1675,90,640,2.6,650,80,372,165
4147,3235,90,1315,2.4,1280,70,315,549
4151,565,90,230,2.4,245,80,416,117
4152,895,90,350,2.5,365,80,400,130
4153,3345,90,1410,2.3,1465,70,366,445
4155,345,100,135,2.6,135,90,432,124
4156,905,90,370,2.4,350,80,453,214
4157,575,90,245,2.3,235,70,392,102
4158,2045,90,845,2.4,845,80,395,249
4161,2415,90,1020,2.4,1020,70,324,310
4163,230,90,90,2.6,95,90,443,384
4171,2780,90,1120,2.4,1200,70,342,258
4174,1040,90,390,2.6,390,70,373,96
4175,2845,90,1180,2.4,1220,60,317,350
4176,1095,80,420,2.6,395,80,393,191
4181,2365,90,870,2.7,855,70,326,273
4182,455,90,165,2.8,160,90,496,65
4184,1175,90,475,2.5,475,80,359,142
4185,550,90,215,2.5,210,80,418,67
4191,10875,90,4535,2.3,4630,70,331,937
4194,5050,90,1900,2.7,1890,80,365,676
4196,2150,90,840,2.6,840,80,350,306
4197,1140,90,450,2.5,435,80,390,411
4201,5855,70,3375,1.7,3580,40,244,1987
4202,80,80,40,1.9,20,80,260,890
4203,170,80,95,1.8,60,20,198,1730
4204,5105,60,2775,1.8,3000,20,170,1820
4205,9775,60,4325,2.2,4315,50,242,2040
4206,2915,80,1320,2.2,1310,40,253,1633
4207,9980,80,3900,2.6,3905,70,323,1491
4208,2865,80,915,3.1,1010,70,388,781
4209,1340,90,540,2.5,545,80,371,177
4211,765,90,315,2.4,310,80,353,135
4212,135,90,50,2.6,55,80,546,152
4213,890,90,350,2.5,350,90,355,543
4214,2130,90,920,2.3,915,70,307,218
4221,1420,90,570,2.5,580,80,380,142
4223,1935,90,765,2.5,800,70,374,227
4225,1775,100,695,2.5,690,80,398,132
4231,3865,90,1575,2.4,1600,70,352,388
4233,3125,90,1330,2.3,1405,70,313,489
4235,800,90,280,2.9,280,80,423,330
4241,3425,90,1510,2.3,1525,60,307,464
4243,1035,90,385,2.7,385,80,407,86
4245,1555,100,530,2.9,550,70,426,105
4247,850,90,345,2.5,350,80,385,122
4251,11275,90,4290,2.6,4375,60,301,933
4254,6005,90,2425,2.4,2435,80,338,623
4255,3665,90,1595,2.3,1620,60,296,388
4261,6665,90,2510,2.6,2525,70,336,584
4264,3090,90,1260,2.4,1190,70,315,361
4265,1740,90,690,2.5,685,80,327,203
4266,895,90,380,2.4,380,70,317,123
4267,415,90,170,2.4,165,90,414,42
4268,720,90,280,2.5,285,80,316,88
4269,425,100,160,2.6,165,90,420,33
4271,2540,90,1055,2.4,1075,70,332,252
4273,4345,90,1880,2.3,1645,70,304,376
4281,2610,90,1045,2.5,1050,70,321,289
4283,1635,90,665,2.5,645,70,298,296
4284,1920,90,800,2.4,780,60,316,308
4285,4670,90,2020,2.3,2020,70,320,528
4286,3765,90,1545,2.4,1560,70,340,301
4287,280,90,105,2.7,105,90,367,60
4288,350,90,135,2.6,140,80,427,70
4301,9230,90,4550,2.0,4680,50,231,1101
4302,1270,90,560,2.3,560,70,324,802
4303,1225,90,455,2.7,445,80,368,494
4305,590,90,280,2.1,265,80,296,98
4306,2715,90,1075,2.5,1080,80,270,313
4307,2320,90,930,2.5,925,70,252,285
4308,320,90,145,2.2,140,90,281,47
4311,3800,90,1580,2.4,1555,70,284,493
4315,970,90,455,2.1,465,70,290,118
4316,760,90,360,2.1,390,80,280,111
4317,775,90,365,2.1,365,80,390,59
4318,1250,90,685,1.8,760,70,234,255
4321,990,90,405,2.5,415,80,325,70
4322,1250,90,610,2.1,635,70,294,269
4323,355,90,165,2.1,180,70,354,100
4325,1485,90,790,1.9,1050,60,359,276
4326,305,100,145,2.1,150,80,352,126
4327,260,90,135,1.9,140,80,302,44
4328,4275,90,2140,2.0,2655,70,444,313
4331,6530,80,4085,1.6,4200,50,235,2807
4332,3995,80,2065,1.9,2110,60,259,1669
4333,5330,90,2430,2.2,2500,70,281,1423
4334,3110,90,1430,2.1,1555,70,237,1407
4335,7375,70,3565,2.0,3655,50,203,1760
4336,6965,80,3155,2.2,3170,70,222,1986
4337,9110,70,3965,2.2,4055,50,212,1836
4338,65,80,25,2.5,25,80,256,421
4339,1350,90,585,2.3,610,80,225,247
4341,5365,90,2115,2.5,2180,70,246,543
4351,1620,90,725,2.1,865,70,337,173
4352,500,90,225,2.2,235,80,350,70
4353,1800,90,760,2.4,785,80,307,270
4354,1050,90,480,2.2,550,80,324,228
4356,2460,90,1145,2.1,1505,80,416,400
4357,1490,80,730,2.0,1040,70,465,488
4361,2610,90,1175,2.2,1300,80,254,466
4363,1480,90,520,2.8,555,80,335,155
4364,1395,90,610,2.3,640,80,317,164
4365,1495,90,515,2.9,525,80,298,162
4371,3440,90,1500,2.2,1630,80,314,426
4373,860,90,390,2.2,430,80,340,112
4374,1650,90,770,2.1,945,80,328,393
4381,7580,70,4665,1.6,4920,40,169,2466
4382,8145,60,4520,1.7,4645,40,195,2559
4383,3185,60,1745,1.8,1765,50,158,2400
4384,5545,80,2675,2.1,2685,70,237,1358
4385,5260,70,2370,2.2,2360,70,199,1748
4386,3745,80,1555,2.4,1540,90,282,1334
4387,535,90,210,2.5,210,90,317,1007
4388,10055,80,4655,2.1,4755,70,184,1568
4389,535,90,235,2.2,235,80,315,146
4401,7005,80,2915,2.4,2970,70,248,810
4411,2995,70,1375,2.2,1320,70,221,299
4413,4360,90,1605,2.7,1740,70,221,503
4414,1440,90,485,3.0,480,90,267,132
4415,620,90,185,3.4,185,90,281,65
4416,4770,90,1845,2.6,1850,70,242,486
4417,1735,70,840,2.1,825,60,194,295
4421,9385,90,3775,2.5,3835,80,297,770
4423,520,80,215,2.4,220,80,256,117
4424,3095,90,1410,2.2,1445,80,278,475
4431,4715,90,1735,2.7,1815,70,249,487
4433,720,90,310,2.3,310,80,239,97
4434,965,90,440,2.2,450,70,269,116
4435,605,90,255,2.4,260,90,285,57
4436,680,90,295,2.3,310,90,290,87
4437,370,90,185,2.0,210,80,232,63
4438,575,90,245,2.3,250,90,288,77
4441,1195,90,565,2.1,570,80,263,153
4443,615,90,270,2.2,270,90,316,72
4444,510,90,210,2.4,220,90,318,66
4451,5480,90,2415,2.2,2445,70,286,580
4453,1965,80,895,2.2,920,70,244,257
4454,1440,90,530,2.7,545,80,229,159
4455,1235,90,525,2.4,535,80,256,143
4456,1775,90,760,2.3,780,80,260,189
4458,1680,90,720,2.3,750,80,288,170
4461,11195,80,6075,1.8,6435,50,229,2044
4462,7070,80,3330,2.0,3530,50,251,1533
4463,7460,70,3280,2.3,3135,50,226,1199
4464,2535,90,985,2.6,980,90,359,753
4465,905,80,390,2.3,400,100,722,422
4471,2240,90,995,2.2,1040,80,261,217
4472,1140,90,470,2.4,490,90,317,279
4474,535,90,235,2.3,260,80,327,76
4475,820,90,345,2.4,345,80,331,171
4481,3355,90,1445,2.3,1500,80,307,1151
4482,20,80,10,2.8,10,-99997,-99997,86
4484,1980,80,980,2.0,1120,80,279,342
4485,465,90,220,2.1,255,90,258,63
4486,1585,90,790,1.9,975,60,203,314
4491,1190,80,590,2.0,640,70,223,188
4493,2090,90,985,2.1,1385,80,337,206
4494,355,80,185,1.8,225,60,215,74
4501,4610,70,2315,2.0,2480,60,224,755
4503,975,70,465,2.1,670,70,284,149
4504,400,70,200,2.0,315,70,295,253
4505,475,70,240,2.0,375,70,266,95
4506,735,60,400,1.8,910,50,416,425
4507,1405,70,640,2.1,755,80,217,237
4508,525,70,240,2.1,295,80,271,34
4511,4585,70,2255,2.0,2960,60,250,647
4513,710,80,365,1.9,465,70,220,136
4515,2315,70,1070,2.1,1210,80,257,317
4521,1570,80,740,2.1,840,80,214,194
4522,205,70,85,2.4,90,90,407,10
4524,2335,50,1155,2.0,1425,60,287,462
4525,275,60,145,1.9,310,50,513,178
4527,2345,50,1155,2.0,1275,70,241,301
4528,330,60,135,2.4,165,80,360,19
4529,915,30,415,2.2,445,80,273,94
4531,2630,70,1695,1.5,1765,40,146,1287
4532,6890,70,3635,1.8,3850,70,198,1690
4533,4135,80,1525,2.7,1545,90,374,664
4535,4535,80,2030,2.2,2045,80,244,1117
4536,3135,60,1510,2.0,1505,40,169,1389
4537,3880,60,1810,2.1,1930,60,176,1522
4538,295,70,120,2.2,130,70,234,864
4539,195,90,80,2.4,75,100,273,38
4541,2295,60,1120,2.0,1165,70,164,346
4542,2920,80,1340,2.1,1420,70,189,330
4543,2755,80,1220,2.2,1275,80,224,221
4551,3795,50,1915,2.0,2075,70,168,506
4553,2060,70,945,2.2,1005,80,233,285
4554,1945,60,905,2.1,940,80,211,225
4561,9880,70,4900,2.0,5180,60,242,861
4562,1095,70,415,2.6,400,90,398,401
4564,3175,70,1445,2.2,1500,80,242,512
4565,380,50,170,2.2,165,90,322,141
4566,1155,60,505,2.3,520,90,324,123
4567,2325,50,1005,2.1,1065,80,235,279
4568,960,30,440,2.2,490,80,241,122
4569,940,60,450,2.1,525,80,218,84
4571,7815,70,3785,2.0,3890,60,199,837
4574,905,60,420,2.2,435,80,255,92
4575,245,40,105,2.4,110,90,311,22
4576,2485,60,1105,2.2,1190,80,254,199
4581,1875,80,790,2.3,840,80,231,180
4583,450,70,220,2.1,220,90,221,52
4584,245,80,110,2.2,115,90,251,36
4585,690,80,325,2.1,355,80,254,54
4586,555,70,260,2.1,265,80,236,82
4587,3155,80,1440,2.1,1645,70,217,431
4588,335,80,155,2.2,175,90,249,49
4589,315,70,160,2.0,170,90,278,37
4611,9345,80,5170,1.7,5230,50,249,2891
4612,285,90,95,3.0,100,90,344,869
4613,3785,70,1700,2.2,1675,60,266,1922
4614,7085,80,3090,2.2,3070,70,291,1618
4615,5445,70,2595,2.0,2735,50,236,2519
4616,1185,70,465,2.4,485,60,393,1918
4617,7425,80,3160,2.3,3145,80,330,1166
4621,4370,40,1960,2.2,2080,40,200,2894
4622,470,80,200,2.3,185,70,339,1641
4623,4055,50,1810,2.2,1770,50,218,1703
4624,6595,60,2975,2.2,3070,50,227,2248
4625,3435,60,1475,2.3,1470,60,273,1015
4631,9415,80,4140,2.3,4215,70,284,889
4634,1495,80,650,2.3,650,70,329,470
4635,2070,80,910,2.2,905,80,339,260
4641,5275,70,2305,2.2,2410,80,306,525
4645,3860,50,1815,2.1,1805,70,264,559
4651,12525,80,5860,2.1,5515,70,279,935
4652,530,90,215,2.5,225,80,342,1097
4655,755,90,320,2.4,305,80,333,42
4661,12480,90,5205,2.3,5310,70,320,975
4664,1935,90,835,2.2,850,70,324,236
4671,5800,80,2575,2.2,2550,60,269,702
4675,2710,90,1110,2.4,1135,80,226,272
4681,2310,80,1040,2.2,990,80,272,263
4691,8345,90,3415,2.4,3485,70,257,751
4693,1770,90,720,2.5,725,70,232,188
4694,1855,90,705,2.6,725,80,219,255
4695,3450,80,1530,2.2,1610,60,200,492
4696,1695,90,660,2.5,690,70,197,234
4697,3870,90,1555,2.4,1675,70,215,560
4698,2710,90,1125,2.4,1140,80,230,340
4701,6535,70,3930,1.7,3825,50,231,2972
4702,12980,60,6230,2.1,6205,50,209,2159
4703,7500,60,3865,1.9,3895,50,196,1956
4704,105,70,60,1.8,60,40,272,423
4705,325,90,140,2.3,140,90,358,594
4706,11260,80,4680,2.3,4775,70,308,1339
4707,16130,70,7195,2.2,7585,50,236,2037
4708,12160,80,5035,2.4,4975,80,316,1381
4709,1720,80,810,2.1,700,80,366,163
4711,9555,90,4185,2.3,4205,60,285,1017
4714,5220,90,2240,2.3,2200,70,336,630
4715,4790,90,2045,2.3,2030,70,332,437
4721,1340,90,580,2.3,535,80,368,119
4722,220,90,70,3.1,70,90,560,79
4724,4830,90,2070,2.3,2175,80,311,634
4725,1225,90,525,2.3,510,80,399,69
4726,1855,90,820,2.3,750,90,339,189
4727,610,90,270,2.2,270,90,400,56
4731,12895,70,5745,2.2,5875,60,259,1069
4735,2040,90,920,2.2,905,70,307,269
4741,6810,90,2900,2.3,2950,70,362,588
4744,2530,90,1075,2.3,1070,70,348,305
4751,7355,90,3065,2.4,3155,80,323,585
4754,1180,90,520,2.3,530,70,255,156
4756,2340,90,1005,2.3,1005,80,350,209
4758,2250,90,965,2.3,965,70,297,265
4759,1050,90,420,2.5,425,80,323,137
4761,13165,80,5985,2.2,6070,60,274,1352
4762,1365,90,550,2.5,565,70,356,664
4765,1640,90,710,2.3,730,70,363,184
4766,20,70,10,1.9,10,-99997,-99997,47
4771,635,90,255,2.5,255,80,320,74
4772,245,90,115,2.1,100,80,338,75
4781,575,80,280,2.1,255,60,253,174
4782,530,90,255,2.1,255,70,255,104
4791,5920,90,2570,2.3,2545,60,262,621
4793,5560,90,2440,2.2,2515,60,273,611
4794,955,90,425,2.2,425,80,335,61
4796,275,90,115,2.4,120,90,379,57
4797,3150,90,1440,2.2,1445,60,300,283
4811,17240,70,11215,1.5,10190,30,280,3941
4812,10140,70,5465,1.8,5230,40,254,2803
4813,8550,80,3780,2.2,3770,60,337,1901
4814,11455,70,5875,1.9,5545,40,255,2871
4815,4285,80,2115,2.0,1920,60,326,1999
4816,4585,60,2500,1.8,2245,40,249,2907
4817,15720,70,8170,1.9,7545,40,275,2096
4818,8985,80,4285,2.1,4035,70,473,3091
4819,3625,80,1725,2.1,1695,70,375,2940
4822,7845,60,3530,2.2,3450,60,264,1375
4823,8710,70,3740,2.3,3720,70,322,1226
4824,8850,80,3945,2.2,3875,70,274,1268
4825,100,80,50,2.1,45,80,472,780
4826,9170,50,4310,2.1,4130,40,217,2250
4827,7710,50,3685,2.1,3500,30,234,2377
4834,11935,80,5820,2.0,5845,60,357,2242
4835,6825,80,3075,2.2,3050,80,522,2549
4836,880,80,320,2.3,285,80,656,77
4837,2235,80,1025,2.0,1040,60,626,1768
4838,1220,90,440,2.6,500,80,534,110
4839,395,90,150,2.6,150,100,625,281
4841,12250,90,5040,2.4,5170,80,420,1142
4844,6200,90,2570,2.3,2695,70,319,787
4845,2215,90,905,2.4,885,80,384,270
4847,8560,80,3435,2.4,3475,80,441,921
4849,3180,90,1260,2.5,1235,90,402,313
4851,5035,90,2105,2.4,2115,80,518,561
4854,8370,90,3340,2.5,3355,80,490,886
4855,1075,80,445,2.4,470,80,443,116
4856,345,80,145,2.4,140,80,526,31
4858,310,90,125,2.5,130,90,633,85
4859,50,90,20,2.4,20,80,533,16
4861,4325,80,1825,2.3,1900,70,385,342
4871,17045,80,6935,2.4,6985,70,328,1665
4872,8775,80,4055,2.1,4135,60,269,2086
4873,6055,80,2760,2.2,2770,70,333,1583
4874,2975,80,1310,2.3,1295,70,340,1236
4875,1815,80,855,2.1,865,70,284,1906
4876,7265,80,3080,2.3,3125,60,307,1580
4877,25,80,15,1.9,5,-99997,390,414
4878,5,-99997,-99997,-99997.0,-99997,-99997,-99997,268
4879,190,90,75,2.4,65,90,387,652
4881,8285,80,3840,2.1,3955,70,320,909
4882,2415,90,930,2.6,950,90,415,292
4884,3060,70,1410,2.2,1365,80,313,195
4885,1720,80,715,2.4,735,80,396,92
4891,6765,90,2865,2.3,2795,80,412,493
4901,10680,80,5400,1.9,5555,50,278,2380
4902,8820,80,4210,2.1,4375,60,280,1818
4903,400,80,210,1.9,75,80,377,394
4904,12025,70,5365,2.2,5315,50,306,1303
4905,935,90,395,2.4,395,90,319,1627
4906,4610,80,1840,2.5,1835,70,372,832
4907,10260,80,4385,2.3,4360,60,277,1651
4908,3095,80,1390,2.2,1400,60,290,1201
4909,1230,90,505,2.4,510,90,451,118
4911,1300,90,495,2.6,480,90,525,177
4921,12510,90,5520,2.2,5535,70,336,1142
4924,555,90,235,2.4,235,80,420,66
4926,4220,90,1845,2.3,1885,70,310,383
4927,1750,90,745,2.3,740,80,340,179
4931,7190,90,3275,2.1,3340,60,264,1120
4941,8840,90,4010,2.2,4125,60,294,1234
4942,3675,90,1460,2.5,1490,70,302,1293
4944,2240,90,945,2.4,890,70,364,241
5011,11985,50,5610,2.1,5465,30,204,2678
5012,4840,70,2190,2.2,2135,60,265,1738
5013,735,60,415,1.8,340,60,239,2565
5014,11905,70,6815,1.7,5795,50,234,3695
5015,715,90,330,2.2,295,90,413,926
5017,5875,80,3230,1.8,2975,50,321,3939
5018,3905,80,1825,2.1,1785,70,350,1807
5021,12350,70,7180,1.7,6210,40,219,4095
5022,8425,60,4095,2.0,3840,40,240,2014
5025,12710,60,7485,1.6,6620,40,209,3915
5026,1610,80,585,2.7,580,80,496,1364
5032,6130,90,2530,2.4,2535,90,457,1011
5035,7945,70,3020,2.6,2950,70,315,1481
5036,8955,80,3210,2.7,3235,70,394,1030
5037,10460,60,5745,1.8,5325,40,271,2919
5038,15255,70,10645,1.4,9395,30,233,5186
5041,9455,70,5290,1.7,4860,40,232,4856
5042,12675,50,7100,1.7,6115,40,205,3173
5043,9125,70,3985,2.2,4020,60,247,1631
5044,8110,50,3970,2.0,3775,30,222,2032
5045,18330,80,7350,2.5,7180,80,315,1605
5046,12305,60,6825,1.8,5940,40,221,3868
5047,145,80,60,2.4,55,80,473,673
5048,60,40,45,1.3,25,30,726,760
5049,7205,30,3140,2.3,2960,30,207,2004
