Postcode-4,Inwoners Totaal (x1),Geboren in Nederland met een Nederlandse herkomst (%),Huishouden Totaal (x1),Huishoudgrootte (x1),Woning Totaal (x1),Eigendom Koopwoning (%),"WOZ-waarde
woning (x 1 000 Euro)",Omgevingsadressendichtheid (adressen/km2)
6372,10105,80,4835,2.1,4920,70,202,1566
6373,8735,80,4145,2.0,4315,60,216,1507
6374,11925,80,5575,2.1,5700,70,216,1249
6411,7830,70,5050,1.5,4970,30,168,2564
6412,8860,60,4670,1.9,4625,50,151,1907
6413,11155,70,5790,1.9,5845,50,148,1729
6414,7650,60,3810,2.0,3825,50,140,1478
6415,6375,60,3305,1.9,3345,40,147,1820
6416,5960,70,2780,2.1,2790,50,224,1795
6417,6675,80,3785,1.7,3840,50,200,1918
6418,9275,70,4690,1.9,4830,40,193,1750
6419,4150,80,1975,1.9,2100,70,254,1081
6421,10,90,5,1.6,5,-99997,170,1525
6422,70,100,30,2.4,30,80,323,145
6431,9845,70,5170,1.9,5460,40,151,2200
6432,3960,70,2120,1.8,2135,50,171,1580
6433,5030,70,2435,2.1,2475,60,173,1236
6436,2635,80,1145,2.2,1255,70,254,826
6438,3715,90,1650,2.2,1690,80,264,548
6439,1075,90,485,2.2,510,80,285,181
6441,7440,70,4100,1.8,4435,50,168,1839
6442,2405,70,1040,2.2,1050,60,201,1276
6443,3835,70,2035,1.9,2185,50,162,1694
6444,6270,80,2980,2.1,3110,70,205,1918
6445,2790,80,1290,2.1,1330,90,187,1230
6446,4935,80,2235,2.1,2410,60,230,1472
6447,1615,80,700,2.3,720,80,263,281
6451,4645,80,2150,2.1,2245,70,218,640
6454,705,80,325,2.2,330,80,256,151
6456,850,80,380,2.2,380,80,298,153
6461,8095,70,4435,1.8,4625,40,175,2496
6462,6920,60,3530,1.9,3740,50,150,2007
6463,4865,70,2605,1.8,2830,30,148,2034
6464,4220,70,2060,2.0,2095,70,189,1185
6465,2025,60,985,2.1,990,70,156,930
6466,7675,70,3950,1.9,4050,50,171,1561
6467,4875,80,2190,2.1,2335,70,197,1787
6468,280,80,125,2.2,120,80,367,840
6469,585,70,285,2.0,290,70,153,713
6471,5775,70,2895,2.0,2925,60,182,1051
6511,10515,80,7910,1.3,5245,20,289,3768
6512,5480,70,3990,1.4,2465,30,323,4338
6515,9940,80,3555,2.8,3470,70,410,987
6521,6465,80,4190,1.5,3005,50,365,3620
6522,4865,80,2775,1.7,2250,60,516,2460
6523,8015,80,4410,1.7,4140,40,392,2147
6524,7435,80,5040,1.5,2970,50,451,3853
6525,9495,70,5825,1.6,4470,40,337,1510
6531,10395,80,5350,1.9,4670,50,350,3166
6532,5975,80,3245,1.8,3025,40,295,2303
6533,11145,70,6015,1.8,5675,40,292,2249
6534,3145,70,2040,1.4,1385,40,239,2146
6535,7260,60,4000,1.8,3845,20,217,2038
6536,3565,80,1740,2.0,1705,60,280,1531
6537,9340,60,4620,2.0,4425,40,206,1920
6538,9340,60,4930,1.9,4785,40,209,2210
6541,9665,80,5545,1.7,5050,30,306,2781
6542,7345,70,4010,1.8,3420,40,298,3499
6543,7330,70,4050,1.8,3765,40,290,2420
6544,5540,50,2785,2.0,2680,30,203,2144
6545,5335,60,2500,2.1,2360,60,246,1935
6546,9140,70,4015,2.3,3925,60,242,1300
6551,2515,90,1090,2.3,1060,80,313,394
6561,6225,80,2760,2.1,2840,50,297,797
6562,10525,90,4730,2.2,4665,60,289,859
6564,830,80,350,2.4,335,90,711,536
6566,5865,80,2610,2.2,2635,60,240,640
6571,1940,80,910,2.0,920,60,391,424
6572,485,80,325,1.5,335,70,328,449
6573,3630,80,1690,2.1,1655,60,356,571
6574,480,80,265,1.8,255,50,424,693
6575,105,90,40,2.5,35,90,489,74
6576,2525,90,1155,2.2,1145,60,293,284
6577,145,90,65,2.3,65,90,361,76
6578,1735,90,785,2.2,785,60,255,243
6579,470,90,240,2.0,245,70,281,74
6581,11730,80,5050,2.2,5115,70,345,1043
6582,1890,90,775,2.4,735,70,354,296
6584,3735,80,1630,2.3,1620,80,347,572
6585,3070,80,1480,2.0,1520,70,336,413
6586,325,90,155,2.1,165,80,445,90
6587,860,90,375,2.3,375,80,364,127
6591,9210,80,3995,2.2,4260,60,257,975
6595,2260,90,925,2.4,905,70,322,518
6596,2875,90,1225,2.3,1230,80,344,280
6598,2090,80,970,2.1,845,80,318,269
6599,805,90,340,2.4,340,80,348,79
6601,10575,80,4765,2.2,4925,50,266,1705
6602,6260,90,2990,2.1,3075,70,352,1874
6603,5095,90,2075,2.4,2160,70,357,540
6604,4035,90,1555,2.6,1550,90,365,663
6605,10740,80,4655,2.3,4655,70,290,1320
6606,405,100,170,2.4,160,90,431,94
6611,2710,90,1155,2.3,1130,80,374,258
6612,840,90,355,2.4,340,80,367,108
6613,735,100,280,2.6,275,90,407,112
6615,140,90,60,2.2,65,60,455,175
6616,955,90,390,2.4,390,80,367,121
6617,1750,90,710,2.5,720,80,392,175
6621,3565,90,1535,2.3,1545,70,331,314
6624,1370,80,615,2.2,570,70,318,177
6626,1670,90,710,2.3,725,80,334,143
6627,1350,90,605,2.2,510,80,328,141
6628,555,90,220,2.5,220,90,393,59
6629,815,90,360,2.2,355,80,363,88
6631,1635,90,655,2.5,665,80,383,146
6634,650,90,270,2.4,275,80,348,87
6641,12775,80,5815,2.2,5860,60,296,1420
6642,4585,90,1760,2.6,1755,90,426,1001
6644,4160,90,1740,2.4,1705,70,339,468
6645,2200,90,970,2.3,965,70,355,231
6651,10375,80,4495,2.2,4770,60,293,1060
6652,2360,90,850,2.8,845,90,353,967
6653,1800,90,810,2.2,840,60,283,260
6654,1700,90,685,2.5,685,70,351,238
6655,1300,90,540,2.4,540,80,351,684
6657,2240,90,910,2.4,920,70,346,272
6658,6995,90,3120,2.2,3115,70,307,778
6659,2480,90,1065,2.3,1055,70,324,249
6661,12475,80,5165,2.4,5280,60,332,1293
6662,10025,80,4200,2.4,4180,80,342,1090
6663,12360,80,4860,2.5,4865,60,394,1094
6665,4350,90,1760,2.5,1745,70,316,485
6666,4995,90,2045,2.4,2045,70,300,543
6668,1465,90,570,2.6,540,70,329,128
6669,4465,90,1775,2.5,1735,60,302,392
6671,5065,90,2165,2.3,2180,70,311,648
6672,175,90,75,2.2,95,20,197,250
6673,1700,90,675,2.4,720,70,334,434
6674,3065,90,1265,2.4,1375,70,329,427
6675,1855,90,780,2.4,790,80,344,237
6676,70,90,30,2.2,30,80,485,15
6677,475,90,200,2.3,195,80,385,54
6678,2545,90,1125,2.3,1135,70,315,566
6681,12200,90,5190,2.3,5250,70,346,948
6684,135,90,50,2.9,45,90,622,194
6685,2060,90,815,2.5,825,70,313,366
6686,2750,90,1140,2.4,1150,80,340,295
6687,2890,90,1130,2.5,1150,80,340,301
6691,7275,90,3085,2.3,3165,70,304,695
6701,3720,70,2610,1.4,1615,40,320,2370
6702,2535,70,1515,1.6,1405,30,235,1760
6703,2830,80,1560,1.8,1260,70,445,1477
6704,810,90,260,2.2,285,60,546,553
6705,1445,80,540,2.4,530,100,814,264
6706,5430,70,3170,1.7,2525,40,291,2041
6707,5100,70,2960,1.7,2785,20,233,3140
6708,13425,70,7370,1.8,5745,50,274,2094
6709,4645,70,2890,1.6,2205,30,193,1935
6711,11915,80,6085,1.9,6060,60,327,1939
6712,5245,80,2245,2.3,2310,60,316,2584
6713,10150,80,4970,2.0,4890,60,267,2649
6714,7385,60,3310,2.2,3200,50,215,2712
6715,6770,80,2960,2.3,2940,60,249,2084
6716,8005,80,3190,2.5,3295,80,295,1278
6717,19100,70,8310,2.3,7945,60,272,2006
6718,9440,80,3285,2.9,3380,70,401,949
6721,15265,90,6740,2.2,6760,70,392,1219
6731,2175,90,870,2.5,1025,70,384,248
6732,3660,90,1205,2.9,1225,70,426,215
6733,2810,100,895,2.8,965,70,419,180
6741,13790,90,5145,2.6,5080,80,476,591
6744,3725,100,1240,3.0,1205,80,458,247
6745,465,90,190,2.5,175,80,626,254
6811,6645,60,4805,1.4,4215,20,228,3566
6812,2815,80,1480,1.8,1410,60,361,1167
6813,4400,80,1875,2.3,2060,70,418,1323
6814,6315,80,3470,1.8,2875,70,477,2291
6815,3340,80,1620,2.1,1655,50,353,661
6816,2315,80,945,2.1,820,70,779,187
6821,5925,70,3425,1.7,2940,50,302,3903
6822,7195,70,4055,1.8,3885,30,248,3742
6823,6920,70,3775,1.8,3775,20,229,1680
6824,10715,80,5375,1.9,5620,50,317,2907
6825,5740,60,3185,1.8,3005,40,200,2260
6826,10405,40,5605,1.8,4950,20,197,2389
6827,405,70,220,1.7,260,20,214,1610
6828,12420,60,7945,1.5,6245,20,236,3892
6831,3525,60,2280,1.5,2260,20,165,1895
6832,5585,40,2500,2.1,2700,20,192,2329
6833,6600,60,3205,2.0,3020,40,221,2088
6834,3240,40,1460,2.1,1470,20,179,1421
6835,5320,60,2620,2.0,2750,40,230,1760
6836,11725,70,5050,2.3,4925,60,268,1478
6841,4590,50,2250,2.0,2135,40,217,1744
6842,2925,80,1070,2.3,1110,60,358,1370
6843,10620,70,5105,2.1,5090,50,215,1790
6844,4065,70,1965,2.1,1920,60,226,2159
6845,6050,70,2830,2.1,2835,60,237,1662
6846,14085,70,5090,2.7,5150,60,371,1378
6851,9365,90,4235,2.2,4310,70,326,1154
6852,10280,80,4280,2.4,4285,80,309,1502
6861,5640,80,2630,2.1,2740,70,398,938
6862,5750,80,2625,2.1,2655,70,431,1030
6865,4900,80,2630,1.9,2735,50,294,790
6866,3535,80,1775,1.9,1765,60,293,963
6869,710,80,320,2.2,320,70,383,363
6871,9070,80,4100,2.2,4055,60,295,1090
6874,1745,80,685,2.0,785,60,391,176
6877,40,80,25,1.7,10,-99997,1965,2
6881,7500,80,3770,1.9,3640,70,419,1789
6882,6480,70,3410,1.9,3180,30,205,2545
6883,4205,80,2160,1.9,2260,50,257,1635
6891,1750,80,705,2.5,695,90,614,953
6901,6560,80,3530,1.8,3625,50,225,1840
6902,1130,80,490,2.3,490,90,305,913
6903,6785,80,3050,2.2,3060,60,251,1531
6904,7175,80,3340,2.1,3360,50,225,1753
6905,4690,90,1740,2.7,1770,80,385,508
6909,1945,80,865,2.2,870,60,279,218
6911,2440,90,1015,2.3,1055,70,272,298
6913,840,90,345,2.4,345,80,358,88
6914,1070,90,470,2.3,475,70,285,135
6915,3095,80,1440,2.1,1450,50,205,565
6916,2770,90,1245,2.2,1320,70,246,490
6917,640,80,305,2.1,305,60,214,101
6921,14230,80,6175,2.3,6235,70,266,1277
6922,7530,80,3300,2.3,3310,60,299,1256
6923,2000,90,775,2.6,775,80,394,300
6924,1195,90,460,2.6,460,80,398,170
6931,7615,80,3405,2.2,3410,60,279,1094
6932,7330,80,3340,2.2,3345,60,245,1231
6941,4730,90,2000,2.3,2015,70,266,874
6942,12460,90,5370,2.3,5495,60,254,1015
6951,7210,80,3485,2.1,3500,50,215,1389
6952,4310,80,2015,2.1,2100,50,258,1378
6953,2095,90,995,2.0,1065,70,319,835
6955,1070,90,485,2.2,480,80,384,152
6956,940,90,390,2.4,390,60,303,623
6957,965,90,435,2.1,455,80,371,142
6961,9930,80,4425,2.2,4550,60,300,937
6964,830,90,345,2.4,330,80,428,52
6971,8425,90,3745,2.2,3965,60,293,761
6974,700,90,295,2.3,295,90,363,107
6975,340,90,130,2.6,130,80,505,22
6981,4530,80,2390,1.9,2485,50,254,973
6982,2175,60,1070,2.0,1060,40,200,863
6983,4130,80,1740,2.4,1725,70,277,742
6984,200,90,85,2.3,60,70,471,232
6986,1390,90,590,2.4,585,80,346,418
6987,2710,90,1215,2.2,1250,70,282,353
6988,1395,80,685,2.0,605,90,417,264
6991,7580,80,3510,2.1,3715,60,259,1048
6994,1080,90,520,2.1,505,60,327,157
6996,1625,90,690,2.4,710,70,338,122
6997,465,90,230,2.0,240,80,431,78
6998,570,90,245,2.3,250,80,455,102
6999,1615,90,710,2.2,755,60,342,150
7001,4635,80,2600,1.7,2695,40,248,1909
7002,6545,70,3460,1.9,3525,30,186,1516
7003,2930,80,1285,2.1,1350,60,249,1430
7004,4710,90,1940,2.4,1825,70,340,478
7005,800,90,385,1.7,435,50,262,1162
7006,9825,90,4350,2.3,4485,70,242,1238
7007,8530,80,3545,2.4,3515,70,283,1083
7008,865,90,385,2.2,395,80,348,732
7009,7060,80,3020,2.3,3065,50,255,1362
7011,5600,90,2460,2.2,2490,60,257,762
7021,8740,90,3760,2.3,3880,70,330,558
7025,2260,90,915,2.5,940,80,361,66
7031,7040,90,2905,2.3,2960,80,294,497
7035,1525,90,635,2.4,630,80,287,152
7036,450,100,165,2.7,170,90,352,57
7037,2345,90,1035,2.3,975,80,280,203
7038,2690,90,1230,2.1,1240,70,262,371
7039,1165,90,490,2.4,490,90,317,175
7041,8430,80,3950,2.1,4030,60,205,997
7044,455,90,180,2.5,185,90,354,537
7045,790,90,320,2.5,315,80,283,69
7046,85,100,25,3.3,30,80,450,11
7047,1070,90,475,2.3,455,70,275,171
7048,165,100,55,3.1,55,80,388,82
7051,5815,90,2580,2.1,2725,60,266,632
7054,1215,90,500,2.4,485,80,354,77
7055,1040,90,405,2.6,415,90,396,42
7061,4570,80,2090,2.1,2135,60,232,798
7064,5495,80,2445,2.2,2545,60,256,548
7065,970,90,410,2.4,395,80,404,36
7071,10500,80,4650,2.2,4655,60,246,1027
7075,1815,90,780,2.3,770,80,310,294
7076,840,90,320,2.6,330,90,325,302
7077,495,90,190,2.6,205,80,360,57
7078,1045,90,415,2.5,415,80,350,88
7081,4360,90,1935,2.2,2005,60,256,614
7083,285,90,105,2.7,105,80,433,35
7084,925,90,370,2.5,385,90,362,105
7091,7120,80,3210,2.2,3385,60,247,892
7095,1085,90,430,2.5,430,90,360,85
7101,12340,80,5820,2.1,6030,70,228,1608
7102,3695,80,1700,2.2,1680,70,224,1013
7103,7800,80,3355,2.3,3390,70,236,1438
7104,1490,90,580,2.5,595,80,360,57
7105,420,100,155,2.6,170,70,369,32
7106,350,90,140,2.4,170,70,336,15
7107,710,90,295,2.4,310,80,398,41
7108,885,90,340,2.6,365,80,375,23
7109,625,90,240,2.5,245,80,380,44
7113,310,90,125,2.5,115,80,349,86
7115,300,90,135,2.2,125,70,366,36
7119,255,90,105,2.5,115,90,380,21
7121,7965,90,3510,2.2,3675,70,254,964
7122,8005,90,3270,2.4,3365,80,289,660
7123,1425,90,535,2.6,545,80,269,735
7126,1500,90,655,2.2,695,80,236,237
7131,9805,90,4395,2.2,4565,70,245,952
7132,3095,90,1120,2.6,1150,90,309,715
7134,1125,100,410,2.7,410,80,348,89
7135,1370,90,495,2.5,515,90,286,112
7136,1995,100,810,2.4,825,80,300,135
7137,1390,100,565,2.5,550,90,324,105
7141,9420,90,4230,2.2,4415,70,231,914
7142,505,90,190,2.6,195,80,362,20
7151,7825,90,3505,2.2,3660,60,252,1008
7152,3370,90,1455,2.3,1475,80,321,625
7156,2845,100,1140,2.5,1185,80,351,142
7157,1325,90,520,2.4,515,80,399,43
7161,9280,90,4190,2.2,4355,60,267,766
7165,1025,90,395,2.5,400,90,360,79
7201,5630,80,3380,1.6,3545,40,262,2353
7202,1140,80,555,1.9,610,40,312,1165
7203,4930,80,2110,2.1,2330,60,234,1173
7204,9900,70,5095,1.9,5145,40,198,2434
7205,2450,90,1080,2.3,1080,70,255,717
7206,6535,80,3080,2.1,3105,60,213,1404
7207,9240,90,3615,2.5,3440,80,301,1048
7211,4440,90,1955,2.1,1905,70,353,381
7213,3985,90,1835,2.1,1905,70,425,441
7214,2095,90,895,2.3,900,80,507,195
7215,415,80,165,2.5,170,80,608,47
7216,290,90,120,2.4,120,80,515,25
7217,1790,90,775,2.3,780,80,411,108
7218,1250,90,555,2.2,550,80,408,89
7221,2240,90,1010,2.2,1030,70,340,262
7223,1065,90,445,2.4,450,80,367,72
7224,85,90,35,2.2,40,80,522,13
7225,250,90,110,2.3,105,80,359,73
7226,140,90,70,2.0,75,70,500,64
7227,890,90,355,2.5,365,80,385,49
7231,5330,90,2265,2.2,2360,60,341,1250
7232,3165,90,1400,2.3,1415,80,277,1430
7233,310,90,125,2.4,135,70,474,39
7234,650,90,275,2.3,275,80,409,77
7241,8125,90,3760,2.1,3840,70,352,923
7242,5585,80,2490,2.2,2545,60,254,1325
7244,1770,90,765,2.3,765,80,385,99
7245,4325,90,1785,2.4,1820,80,420,172
7251,7185,90,3175,2.2,3385,70,370,496
7255,6565,90,2870,2.2,3020,70,330,490
7256,1425,100,615,2.3,675,80,333,183
7261,7755,90,3330,2.3,3475,70,342,522
7263,900,90,350,2.6,355,80,303,65
7271,7765,90,3420,2.2,3555,60,273,790
7273,700,90,285,2.4,305,80,337,59
7274,1320,90,525,2.5,525,90,410,85
7275,640,90,265,2.4,265,80,376,46
7311,10620,70,6615,1.6,6450,40,241,3218
7312,10825,80,5160,2.1,5195,50,275,1798
7313,2310,90,925,2.5,945,90,749,844
7314,7030,80,3350,2.0,3670,70,329,2201
7315,4850,90,2415,2.0,2350,70,352,1674
7316,6280,80,2900,2.1,2905,60,386,1761
7317,335,80,155,2.2,150,70,306,1058
7321,6070,80,2720,2.2,2660,80,333,2369
7322,9655,70,4285,2.2,4295,60,265,2106
7323,12935,70,5250,2.4,5340,50,290,1685
7324,2125,80,695,3.1,690,70,386,712
7325,13415,80,5090,2.5,5205,70,338,1538
7326,9710,80,4165,2.3,4160,60,244,1697
7327,5650,80,2395,2.3,2380,70,249,1440
7328,7285,80,3380,2.2,3330,60,219,2003
7329,2750,80,1355,1.9,1525,30,231,2134
7331,11425,70,5825,1.9,5750,50,229,2874
7332,745,70,275,2.6,260,60,295,2068
7333,6465,80,3130,2.0,3225,50,229,1789
7334,2485,90,1050,2.3,1050,90,411,1761
7335,6435,80,2870,2.2,2865,60,275,2236
7336,370,60,235,1.6,95,60,345,1573
7339,6260,90,2645,2.3,2670,80,399,774
7341,1040,100,365,2.8,345,90,535,61
7345,2210,90,930,2.4,815,90,559,189
7346,235,90,115,2.0,135,70,633,35
7348,100,90,50,2.1,55,80,416,17
7351,1365,90,680,2.0,630,60,456,122
7352,45,90,20,2.0,30,80,526,86
7361,4870,80,2130,2.0,1755,70,444,316
7364,1275,90,495,2.6,495,80,437,119
7371,3340,90,1500,2.2,1420,70,398,262
7381,1775,90,710,2.5,670,80,429,128
7382,1570,90,630,2.5,630,70,388,128
7383,2710,90,1100,2.3,1165,60,329,200
7384,2995,90,1050,2.5,1080,80,424,114
7391,12105,90,5450,2.2,5495,60,342,984
7392,1205,90,405,2.9,405,70,460,466
7395,835,90,360,2.3,350,70,377,95
7396,2525,90,995,2.5,1325,60,294,112
7397,755,90,285,2.6,290,90,437,29
7399,675,90,250,2.6,255,90,482,52
7411,8425,80,5315,1.6,5150,30,279,2755
7412,11520,80,6075,1.9,5965,50,225,2361
7413,7265,60,3835,1.9,3360,50,222,3564
7414,5315,70,2640,2.0,2715,40,221,1744
7415,11470,70,5680,2.0,5725,30,211,2364
7416,3475,70,1635,2.0,1520,40,215,2391
7417,4960,50,2395,2.1,2210,30,191,1717
7418,580,80,255,2.3,190,80,422,826
7419,2290,90,975,2.3,980,80,295,1166
7421,5215,80,2185,2.4,2170,70,284,1075
7422,2410,80,1120,2.1,1130,60,241,1500
7423,5980,80,2640,2.2,2555,80,230,1598
7424,4775,70,1700,2.8,1690,80,323,1353
7425,7880,80,2910,2.7,2935,80,346,1265
7426,25,90,10,2.3,10,-99997,325,106
7427,85,100,35,2.3,40,60,361,377
7428,155,90,55,2.8,60,70,461,36
7429,1075,90,525,1.9,610,40,289,1446
7431,4875,90,2060,2.3,2090,70,432,581
7433,6110,80,2215,2.5,2250,70,386,670
7434,1465,100,555,2.6,565,80,393,70
7435,425,100,175,2.4,180,80,376,43
7437,5665,90,2325,2.4,2360,80,370,418
7439,295,90,120,2.4,125,100,438,827
7441,5140,90,2100,2.4,2115,80,395,1093
7442,10440,90,4805,2.1,4890,60,264,1190
7443,9190,90,3660,2.5,3715,80,319,847
7447,6405,90,2465,2.5,2485,80,379,382
7448,2080,100,840,2.5,840,70,378,116
7451,9410,90,3960,2.3,4005,70,348,460
7461,9720,90,3900,2.4,4080,60,299,1317
7462,13790,90,5045,2.7,5255,70,283,1513
7463,5310,90,1555,3.4,1595,90,371,987
7466,330,100,105,3.1,110,90,591,56
7467,430,100,145,3.0,150,90,508,48
7468,7290,100,2780,2.6,2895,70,362,528
7471,12075,80,5385,2.2,5535,60,246,967
7472,35,100,15,2.5,15,80,369,218
7475,7240,90,2980,2.4,2950,70,354,312
7478,2630,90,1175,2.2,1190,70,322,229
7481,10880,90,4900,2.2,5110,60,292,1058
7482,10440,90,4370,2.4,4450,80,296,1016
7483,2920,90,1005,2.9,1025,90,380,1090
7491,7380,90,3325,2.2,3495,70,323,759
7495,1905,90,695,2.7,685,70,419,54
7496,2150,90,860,2.5,870,70,329,202
7497,1615,90,605,2.7,610,70,351,97
7511,9825,60,6845,1.4,5725,20,193,4172
7512,7080,60,3970,1.7,3785,40,223,3683
7513,5230,70,3105,1.7,2655,40,228,3135
7514,6305,70,3290,1.9,2940,50,277,3502
7521,9210,70,5020,1.8,4665,40,192,1604
7522,7500,70,4990,1.5,3630,40,229,1438
7523,12220,60,6190,1.9,6210,40,229,2461
7524,3595,90,1295,2.5,1375,80,459,371
7525,375,90,135,2.7,145,80,505,124
7531,8370,80,4100,2.0,4055,60,260,2289
7532,5355,80,2330,2.2,2410,60,246,950
7533,4825,70,2495,1.9,2335,50,211,2557
7534,12500,80,5180,2.4,5105,70,249,1182
7535,3720,80,1635,2.3,1650,80,303,1980
7536,60,90,25,2.6,25,80,549,71
7541,3370,70,1625,2.1,1615,40,246,2348
7542,10400,70,4565,2.3,4410,70,236,1382
7543,6935,60,3390,2.0,3435,40,215,2545
7544,16010,50,7255,2.2,7415,30,200,2067
7545,14635,70,7495,1.9,7120,40,206,2529
7546,8685,80,3625,2.3,3570,70,291,1145
7547,590,80,295,2.0,290,60,327,637
7548,3845,90,1685,2.3,1690,80,354,291
7551,4260,70,2655,1.6,2665,40,234,2955
7552,11240,70,5495,2.0,5620,50,224,1597
7553,9620,80,5120,1.9,5165,50,210,2102
7554,1545,90,600,2.6,535,80,427,159
7555,9185,80,4570,2.0,4640,60,258,1623
7556,11935,70,5775,2.1,5845,50,221,2259
7557,10780,70,5225,2.0,5395,50,196,2481
7558,12080,80,5255,2.3,5310,70,246,1352
7559,10830,80,4075,2.6,4090,80,364,913
7561,2000,90,775,2.6,780,80,377,252
7562,195,90,80,2.5,135,50,283,36
7571,2760,80,1700,1.6,1795,30,231,2273
7572,5055,80,2435,2.1,2490,50,254,2018
7573,3705,90,1640,2.2,1825,70,356,1719
7574,3520,80,1705,2.1,1730,50,232,859
7575,585,90,230,2.6,235,80,344,753
7576,5995,70,2530,2.3,2635,70,242,1251
7577,9915,90,3860,2.6,3910,80,326,1252
7581,8330,80,3445,2.3,3700,60,270,1059
7582,5265,80,2265,2.3,2290,70,277,1039
7585,510,80,215,2.3,205,90,356,121
7586,4110,80,1780,2.3,1800,60,254,462
7587,3900,90,1545,2.5,1595,80,396,229
7588,970,90,360,2.7,375,80,424,41
7591,10150,90,4135,2.4,4445,70,295,727
7595,3070,90,1195,2.5,1260,70,350,252
7596,2375,100,870,2.7,905,80,385,142
7597,1695,100,615,2.7,630,80,444,65
7601,7050,70,3335,2.1,3485,40,181,2208
7602,6025,80,2545,2.2,2685,70,264,1335
7603,6175,80,2810,2.2,2890,50,264,1297
7604,6460,50,3065,2.1,3140,40,186,1318
7605,2885,50,1375,2.1,1365,40,142,2531
7606,6770,60,3285,2.0,3340,40,156,1999
7607,9315,80,5015,1.8,5255,40,224,2194
7608,11080,70,4690,2.3,4765,60,226,1474
7609,13800,80,5575,2.5,5595,80,267,1055
7610,45,100,15,2.9,15,40,450,102
7611,1525,90,595,2.6,595,80,334,238
7614,270,90,105,2.5,105,70,306,269
7615,1625,100,600,2.7,615,80,374,161
7621,5765,90,2430,2.4,2435,80,278,1246
7622,7830,90,3770,2.0,3960,50,279,1611
7623,8480,90,3120,2.7,3170,80,367,1006
7625,1370,90,535,2.4,535,80,382,144
7626,560,90,185,3.0,185,90,447,148
7627,2025,100,755,2.7,790,80,386,128
7631,4460,90,1930,2.3,2065,80,320,596
7634,760,100,280,2.7,290,80,364,62
7635,1000,90,355,2.8,350,80,395,52
7636,595,100,190,3.0,200,80,546,79
7637,315,100,115,2.7,125,70,510,161
7638,170,90,55,3.0,60,70,493,14
7641,8205,90,3330,2.5,3375,70,313,914
7642,7340,90,3025,2.4,3090,70,319,885
7645,1050,90,380,2.7,360,70,409,59
7651,5710,90,2340,2.4,2575,60,324,582
7661,995,100,385,2.6,410,80,380,107
7662,210,90,80,2.7,85,70,399,13
7663,385,100,135,2.8,150,70,407,40
7664,625,90,235,2.6,250,80,403,35
7665,3600,100,1360,2.6,1415,80,377,236
7666,900,100,330,2.7,335,80,400,62
7667,1280,100,500,2.6,525,70,360,80
7668,150,100,65,2.2,55,70,425,24
7671,11260,90,4535,2.5,4800,60,279,677
7672,2550,90,850,2.9,935,80,309,809
7675,145,90,55,2.5,60,70,401,55
7676,4445,90,1800,2.4,1860,50,243,366
7678,4335,100,1670,2.6,1725,70,367,251
7679,1275,90,490,2.6,490,80,358,79
7681,8820,90,3635,2.4,3715,60,251,758
7683,5880,100,2260,2.6,2345,80,319,357
7685,1055,100,365,2.9,370,80,309,66
7686,565,100,195,2.9,200,90,370,159
7687,1225,100,460,2.6,470,80,366,180
7688,1465,100,520,2.8,515,80,386,76
7691,3530,100,1305,2.7,1290,80,262,251
7692,970,100,320,3.0,325,80,290,115
7693,1415,100,510,2.8,500,80,281,142
7694,1520,90,615,2.5,620,70,264,142
7695,1110,100,410,2.7,410,90,316,59
7696,320,90,110,2.8,115,80,373,50
7701,12005,90,5125,2.3,5125,70,270,823
7702,850,90,320,2.6,320,90,302,742
7705,350,100,135,2.6,130,100,360,39
7707,3990,90,1595,2.4,1580,80,307,222
7711,9395,90,3865,2.4,3890,70,344,470
7715,965,100,335,2.9,325,90,377,43
7721,7265,90,3160,2.3,3285,70,327,936
7722,7730,90,2980,2.6,3000,80,423,234
7731,12195,90,5385,2.2,5455,70,292,723
7732,795,90,245,3.3,235,80,449,447
7734,370,90,160,2.3,150,80,283,47
7735,375,90,125,3.0,130,90,481,79
7736,185,90,65,2.7,75,80,415,33
7737,525,80,230,2.2,140,80,410,74
7738,620,90,240,2.6,225,90,403,24
7739,425,100,165,2.5,170,80,409,35
7741,9115,90,4355,2.0,4485,50,189,890
7742,6565,90,2725,2.4,2890,70,226,893
7751,3845,90,1695,2.3,1695,80,302,311
7753,675,100,285,2.4,285,70,231,69
7754,365,90,145,2.6,145,90,355,34
7755,365,100,145,2.5,140,90,349,33
7756,245,90,100,2.5,95,100,355,63
7761,4440,90,1905,2.3,1940,70,229,410
7764,465,90,205,2.3,200,70,229,126
7765,1660,90,645,2.4,655,80,239,122
7766,1305,90,545,2.4,560,80,248,91
7771,4750,90,2025,2.3,2075,60,239,879
7772,11145,90,4955,2.2,5245,60,238,966
7773,4030,90,1385,2.9,1435,80,326,778
7775,2025,90,805,2.5,805,80,288,119
7776,3165,90,1310,2.4,1360,70,254,348
7777,985,100,360,2.7,365,90,322,78
7778,185,100,70,2.6,70,90,370,53
7779,115,100,40,2.8,40,80,511,12
7781,265,100,90,2.9,90,90,341,45
7782,1955,100,800,2.4,815,70,242,169
7783,3160,90,1345,2.3,1405,70,241,401
7784,555,100,190,2.9,195,90,360,38
7785,45,90,15,3.2,15,90,504,25
7786,190,90,70,2.7,65,80,398,64
7787,180,100,70,2.7,70,90,415,31
7788,160,100,65,2.4,60,80,415,17
7791,595,90,230,2.6,225,90,365,23
